id:ID,name,type:LABEL
Q99611,"Selenide, water dikinase 2",Protein
Q99612,Krueppel-like factor 6,Protein
Q99613,Eukaryotic translation initiation factor 3 subunit C,Protein
Q99615,DnaJ homolog subfamily C member 7,Protein
Q99616,"C-C motif chemokine 13 [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]",Protein
Q99619,SPRY domain-containing SOCS box protein 2,Protein
Q99622,Protein C10,Protein
218340,Temtamy syndrome,Disease
Q99623,Prohibitin-2,Protein
Q99624,Sodium-coupled neutral amino acid transporter 3-coupled neutral amino acid transporter 3),Protein
619881,Developmental and epileptic encephalopathy 102,Disease
Q99626,Homeobox protein CDX-2,Protein
Q99627,COP9 signalosome complex subunit 8,Protein
Q99633,Pre-mRNA-splicing factor 18,Protein
Q99638,Cell cycle checkpoint control protein RAD9A,Protein
Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,Protein
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Protein
605373,Pheochromocytoma/paraganglioma syndrome 3,Disease
Q99645,Epiphycan,Protein
Q99650,Oncostatin-M-specific receptor subunit beta,Protein
105250,"Amyloidosis, primary localized cutaneous, 1",Disease
Q99653,Calcineurin B homologous protein 1,Protein
618438,"Spastic ataxia 9, autosomal recessive",Disease
Q99661,Kinesin-like protein KIF2C,Protein
Q99665,Interleukin-12 receptor subunit beta-2,Protein
Q99674,Cell growth regulator with EF hand domain protein 1,Protein
Q99675,Cell growth regulator with RING finger domain protein 1,Protein
Q99677,Lysophosphatidic acid receptor 4,Protein
Q99683,Mitogen-activated protein kinase kinase kinase 5,Protein
Q99684,Zinc finger protein Gfi-1,Protein
613107,"Neutropenia, severe congenital 2, autosomal dominant",Disease
607847,Dominant nonimmune chronic idiopathic neutropenia of adults,Disease
Q99685,Monoglyceride lipase,Protein
Q99687,Homeobox protein Meis3,Protein
Q99689,Fasciculation and elongation protein zeta-1,Protein
Q99697,Pituitary homeobox 2,Protein
180500,Axenfeld-Rieger syndrome 1,Disease
137600,Anterior segment dysgenesis 4,Disease
180550,Ring dermoid of cornea,Disease
Q99698,Lysosomal-trafficking regulator,Protein
214500,Chediak-Higashi syndrome,Disease
Q99700,Ataxin-2,Protein
183090,Spinocerebellar ataxia 2,Disease
Q99704,Docking protein 1),Protein
Q99705,Melanin-concentrating hormone receptor 1,Protein
Q99706,Killer cell immunoglobulin-like receptor 2DL4,Protein
Q99707,Methionine synthase,Protein
250940,"Homocystinuria-megaloblastic anemia, cblG complementation type",Disease
DB03614,Mecobalamin,Drug
Q99708,DNA endonuclease RBBP8,Protein
606744,Seckel syndrome 2,Disease
251255,Jawad syndrome,Disease
Q99712,ATP-sensitive inward rectifier potassium channel 15 channel Kir1.3) channel Kir4.2),Protein
Q99714,3-hydroxyacyl-CoA dehydrogenase type-2-hydroxysteroid dehydrogenase))-hydroxysteroid dehydrogenase),Protein
300438,HSD10 mitochondrial disease,Disease
Q99715,Collagen alpha-1 chain,Protein
616470,Ullrich congenital muscular dystrophy 2,Disease
616471,Bethlem myopathy 2,Disease
Q99717,Mothers against decapentaplegic homolog 5,Protein
Q99719,Septin-5,Protein
Q99720,Sigma non-opioid intracellular receptor 1,Protein
614373,"Amyotrophic lateral sclerosis 16, juvenile",Disease
605726,"Neuronopathy, distal hereditary motor, autosomal recessive 2",Disease
Q99726,Probable proton-coupled zinc antiporter SLC30A3,Protein
Q99728,BRCA1-associated RING domain protein 1,Protein
Q99729,Heterogeneous nuclear ribonucleoprotein A/B,Protein
Q99731,C-C motif chemokine 19,Protein
Q99732,Lipopolysaccharide-induced tumor necrosis factor-alpha factor,Protein
601098,"Charcot-Marie-Tooth disease, demyelinating, 1C",Disease
Q99733,Nucleosome assembly protein 1-like 4,Protein
Q99735,Microsomal glutathione S-transferase 2,Protein
Q99741,Cell division control protein 6 homolog),Protein
613805,Meier-Gorlin syndrome 5,Disease
Q99743,Neuronal PAS domain-containing protein 2,Protein
Q99747,Gamma-soluble NSF attachment protein,Protein
Q99748,Neurturin,Protein
Q99750,MyoD family inhibitor,Protein
Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alphaP-5-kinase 1 alpha),Protein
Q99757,"Thioredoxin, mitochondrial",Protein
616811,Combined oxidative phosphorylation deficiency 29,Disease
Q99758,Phospholipid-transporting ATPase ABCA3 [Cleaved into: 150 Kda mature form],Protein
610921,Pulmonary surfactant metabolism dysfunction 3,Disease
Q99759,Mitogen-activated protein kinase kinase kinase 3,Protein
Q99766,"ATP synthase subunit s, mitochondrial",Protein
Q99767,Amyloid-beta A4 precursor protein-binding family A member 2,Protein
Q99784,Noelin,Protein
Q99788,Chemerin-like receptor 1,Protein
Q99795,Cell surface A33 antigen,Protein
Q99797,Mitochondrial intermediate peptidase,Protein
617228,Combined oxidative phosphorylation deficiency 31,Disease
Q99798,"Aconitate hydratase, mitochondrial",Protein
614559,Infantile cerebellar-retinal degeneration,Disease
616289,Optic atrophy 9,Disease
Q99801,Homeobox protein Nkx-3.1,Protein
Q99807,"5-demethoxyubiquinone hydroxylase, mitochondrial",Protein
616733,"Coenzyme Q10 deficiency, primary, 8",Disease
620402,"Neuronopathy, distal hereditary motor, autosomal recessive 9",Disease
Q99808,Equilibrative nucleoside transporter 1,Protein
Q99814,Endothelial PAS domain-containing protein 1,Protein
611783,"Erythrocytosis, familial, 4",Disease
Q99816,Tumor susceptibility gene 101 protein,Protein
Q99828,Calcium and integrin-binding protein 1,Protein
618267,Epidermodysplasia verruciformis 3,Disease
Q99829,Copine-1,Protein
Q99832,"T-complex protein 1 subunit eta [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]",Protein
Q99835,Protein smoothened,Protein
601707,Curry-Jones syndrome,Disease
Q99836,Myeloid differentiation primary response protein MyD88,Protein
612260,Immunodeficiency 68,Disease
153600,"Macroglobulinemia, Waldenstrom, 1",Disease
Q99848,Probable rRNA-processing protein EBP2,Protein
Q99853,Forkhead box protein B1,Protein
Q99856,AT-rich interactive domain-containing protein 3A,Protein
Q99871,HAUS augmin-like complex subunit 7,Protein
Q99873,Protein arginine N-methyltransferase 1,Protein
Q99877,Histone H2B type 1-N,Protein
Q99878,Histone H2A type 1-J,Protein
Q99879,Histone H2B type 1-M,Protein
Q99880,Histone H2B type 1-L,Protein
Q99884,Sodium-dependent proline transporter,Protein
Q99895,Chymotrypsin-C,Protein
Q99909,Protein SSX3,Protein
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3 receptor subunit gamma-3),Protein
DB06579,Adipiplon,Drug
DB14719,Bentazepam,Drug
DB01489,Camazepam,Drug
DB14715,Cinazepam,Drug
DB01594,Cinolazepam,Drug
DB01553,Cloxazolam,Drug
DB01511,Delorazepam,Drug
DB13837,Doxefazepam,Drug
DB01545,Ethyl loflazepate,Drug
DB00801,Halazepam,Drug
DB13643,Loprazolam,Drug
DB13872,Lormetazepam,Drug
DB13437,Medazepam,Drug
DB14028,Nordazepam,Drug
DB14672,Oxazepam acetate,Drug
DB13335,Pinazepam,Drug
Q99929,Achaete-scute homolog 2,Protein
Q99932,Sperm-associated antigen 8,Protein
Q99933,BAG family molecular chaperone regulator 1,Protein
Q99935,Opiorphin prepropeptide [Cleaved into: Opiorphin],Protein
Q99941,Cyclic AMP-dependent transcription factor ATF-6 beta [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 beta],Protein
Q99942,E3 ubiquitin-protein ligase RNF5,Protein
Q99943,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,Protein
Q99944,Epidermal growth factor-like protein 8,Protein
Q99946,Proline-rich transmembrane protein 1,Protein
Q99952,Tyrosine-protein phosphatase non-receptor type 18,Protein
Q99956,Dual specificity protein phosphatase 9,Protein
Q99958,Forkhead box protein C2,Protein
153400,Lymphedema-distichiasis syndrome,Disease
Q99959,Plakophilin-2,Protein
609040,"Arrhythmogenic right ventricular dysplasia, familial, 9",Disease
Q99961,Endophilin-A2,Protein
Q99962,Endophilin-A1,Protein
Q99963,Endophilin-A3,Protein
Q99965,Disintegrin and metalloproteinase domain-containing protein 2,Protein
Q99966,Cbp/p300-interacting transactivator 1,Protein
Q99967,Cbp/p300-interacting transactivator 2,Protein
614431,Ventricular septal defect 2,Disease
614433,Atrial septal defect 8,Disease
Q99969,Retinoic acid receptor responder protein 2,Protein
Q99972,"Myocilin [Cleaved into: Myocilin, N-terminal fragment; Myocilin, C-terminal fragment]",Protein
Q99973,Telomerase protein component 1,Protein
Q99983,Osteomodulin,Protein
Q99985,Semaphorin-3C,Protein
Q99986,Serine/threonine-protein kinase VRK1,Protein
607596,Pontocerebellar hypoplasia 1A,Disease
620542,"Neuronopathy, distal hereditary motor, autosomal recessive 10",Disease
Q99988,Growth/differentiation factor 15,Protein
620730,Hyperemesis gravidarum,Disease
Q99990,Transcription cofactor vestigial-like protein 1,Protein
Q99996,A-kinase anchor protein 9,Protein
611820,Long QT syndrome 11,Disease
Q99999,Galactosylceramide sulfotransferase,Protein
Q9BPU6,Dihydropyrimidinase-related protein 5,Protein
619435,Ritscher-Schinzel syndrome 4,Disease
Q9BPU9,B9 domain-containing protein 2,Protein
614175,Meckel syndrome 10,Disease
Q9BPV8,P2Y purinoceptor 13,Protein
Q9BPW8,Protein NipSnap homolog 1,Protein
Q9BPW9,Dehydrogenase/reductase SDR family member 9,Protein
Q9BPX1,17-beta-hydroxysteroid dehydrogenase 14,Protein
Q9BPX3,Condensin complex subunit 3,Protein
Q9BPX6,"Calcium uptake protein 1, mitochondrial",Protein
615673,Myopathy with extrapyramidal signs,Disease
Q9BPY8,Homeodomain-only protein,Protein
Q9BPZ2,Spindlin-2B,Protein
Q9BPZ3,Polyadenylate-binding protein-interacting protein 2-binding protein-interacting protein 2),Protein
Q9BPZ7,Target of rapamycin complex 2 subunit MAPKAP1,Protein
Q9BQ04,RNA-binding protein 4B,Protein
Q9BQ15,SOSS complex subunit B1,Protein
Q9BQ16,Testican-3,Protein
Q9BQ24,Zinc finger FYVE domain-containing protein 21,Protein
Q9BQ31,Delayed-rectifier potassium channel regulatory subunit KCNS3 channel alpha subunit 3),Protein
Q9BQ39,ATP-dependent RNA helicase DDX50,Protein
Q9BQ50,Three prime repair exonuclease 2,Protein
Q9BQ51,Programmed cell death 1 ligand 2,Protein
Q9BQ52,Zinc phosphodiesterase ELAC protein 2,Protein
614731,"Prostate cancer, hereditary, 2",Disease
615440,Combined oxidative phosphorylation deficiency 17,Disease
Q9BQ65,U6 snRNA phosphodiesterase 1,Protein
604173,Poikiloderma with neutropenia,Disease
Q9BQ66,Keratin-associated protein 4-12,Protein
Q9BQ67,Glutamate-rich WD repeat-containing protein 1,Protein
Q9BQ69,ADP-ribose glycohydrolase MACROD1,Protein
Q9BQ70,Ribosome quality control complex subunit TCF25,Protein
Q9BQ83,Structure-specific endonuclease subunit SLX1,Protein
Q9BQ87,F-box-like/WD repeat-containing protein TBL1Y,Protein
400047,"Deafness, Y-linked 2",Disease
Q9BQ89,Protein FAM110A,Protein
Q9BQ90,Kelch domain-containing protein 3,Protein
Q9BQ95,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Protein
Q9BQA1,Methylosome protein WDR77,Protein
Q9BQA5,Histone H4 transcription factor,Protein
Q9BQA9,Cytochrome b-245 chaperone 1,Protein
618935,"Granulomatous disease, chronic, autosomal recessive, 5",Disease
Q9BQB4,Sclerostin,Protein
269500,Sclerosteosis 1,Disease
239100,Van Buchem disease,Disease
122860,Craniodiaphyseal dysplasia autosomal dominant,Disease
DB11866,Romosozumab,Drug
Q9BQB6,Vitamin K epoxide reductase complex subunit 1,Protein
607473,Combined deficiency of vitamin K-dependent clotting factors 2,Disease
DB00498,Phenindione,Drug
Q9BQC3,2-histidine synthase subunit 2,Protein
620062,"Developmental delay with short stature, dysmorphic facial features, and sparse hair 2",Disease
Q9BQD3,KxDL motif-containing protein 1,Protein
Q9BQD7,Adenine nucleotide translocase lysine N-methyltransferase,Protein
Q9BQE3,Tubulin alpha-1C chain [Cleaved into: Detyrosinated tubulin alpha-1C chain],Protein
Q9BQE4,Selenoprotein S,Protein
Q9BQE5,Apolipoprotein L2,Protein
Q9BQE9,B-cell CLL/lymphoma 7 protein family member B,Protein
Q9BQF6,Sentrin-specific protease 7,Protein
Q9BQG0,Myb-binding protein 1A,Protein
Q9BQG1,Synaptotagmin-3,Protein
Q9BQG2,NAD-capped RNA hydrolase NUDT12,Protein
Q9BQI0,Allograft inflammatory factor 1-like,Protein
Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1,Protein
618878,"Leukoencephalopathy, motor delay, spasticity, and dysarthria syndrome",Disease
Q9BQI4,Coiled-coil domain-containing protein 3,Protein
Q9BQI5,SH3-containing GRB2-like protein 3-interacting protein 1,Protein
Q9BQI6,SMC5-SMC6 complex localization factor protein 1,Protein
Q9BQJ4,Transmembrane protein 47,Protein
Q9BQK8,Phosphatidate phosphatase LPIN3,Protein
Q9BQL6,Fermitin family homolog 1,Protein
173650,Kindler syndrome,Disease
Q9BQP7,Mitochondrial genome maintenance exonuclease 1,Protein
615084,Mitochondrial DNA depletion syndrome 11,Disease
Q9BQQ3,Golgi reassembly-stacking protein 1,Protein
Q9BQS2,Synaptotagmin-15,Protein
Q9BQS7,Hephaestin,Protein
Q9BQS8,FYVE and coiled-coil domain-containing protein 1,Protein
610019,Cataract 18,Disease
Q9BQT8,Mitochondrial 2-oxodicarboxylate carrier,Protein
618811,Mitochondrial DNA depletion syndrome 18,Disease
Q9BQT9,Calsyntenin-3,Protein
Q9BQW3,Transcription factor COE4,Protein
Q9BQY4,Rhox homeobox family member 2,Protein
Q9BR01,Sulfotransferase 4A1,Protein
Q9BR39,Junctophilin-2 [Cleaved into: Junctophilin-2 N-terminal fragment],Protein
613873,"Cardiomyopathy, familial hypertrophic, 17",Disease
619492,"Cardiomyopathy, dilated, 2E",Disease
Q9BR61,Acyl-CoA-binding domain-containing protein 6,Protein
620785,Neurodevelopmental disorder with progressive movement abnormalities,Disease
Q9BR76,Coronin-1B,Protein
Q9BRA0,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",Protein
Q9BRA2,Thioredoxin domain-containing protein 17,Protein
Q9BRB3,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,Protein
618548,Multiple congenital anomalies-hypotonia-seizures syndrome 4,Disease
Q9BRC7,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",Protein
Q9BRD0,BUD13 homolog,Protein
Q9BRF8,Serine/threonine-protein phosphatase CPPED1,Protein
Q9BRG1,Vacuolar protein-sorting-associated protein 25,Protein
Q9BRG2,SH2 domain-containing protein 3A,Protein
Q9BRI3,Proton-coupled zinc antiporter SLC30A2,Protein
608118,"Zinc deficiency, transient neonatal",Disease
Q9BRJ2,Large ribosomal subunit protein mL45,Protein
Q9BRJ7,Tudor-interacting repair regulator protein,Protein
Q9BRJ9,Mesoderm posterior protein 1,Protein
Q9BRK0,Receptor expression-enhancing protein 2,Protein
615625,"Spastic paraplegia 72A, autosomal dominant",Disease
620606,"Spastic paraplegia 72B, autosomal recessive",Disease
Q9BRK3,Matrix remodeling-associated protein 8,Protein
Q9BRK4,Leucine zipper putative tumor suppressor 2,Protein
Q9BRK5,45 kDa calcium-binding protein,Protein
Q9BRL6,Serine/arginine-rich splicing factor 8,Protein
Q9BRL7,Vesicle-trafficking protein SEC22c,Protein
Q9BRP0,Transcription factor Ovo-like 2,Protein
122000,"Corneal dystrophy, posterior polymorphous, 1",Disease
Q9BRP8,Partner of Y14 and mago,Protein
Q9BRQ0,Pygopus homolog 2,Protein
Q9BRQ3,Uridine diphosphate glucose pyrophosphatase NUDT22,Protein
Q9BRQ5,Protein orai-3,Protein
Q9BRQ6,MICOS complex subunit MIC25,Protein
Q9BRQ8,Ferroptosis suppressor protein 1,Protein
Q9BRR0,Zinc finger protein with KRAB and SCAN domains 3,Protein
Q9BRR3,Post-GPI attachment to proteins factor 4,Protein
Q9BRR6,ADP-dependent glucokinase,Protein
Q9BRR9,Rho GTPase-activating protein 9,Protein
Q9BRS2,Serine/threonine-protein kinase RIO1,Protein
Q9BRS8,La-related protein 6,Protein
Q9BRT2,Ubiquinol-cytochrome c reductase complex assembly factor 2,Protein
615824,"Mitochondrial complex III deficiency, nuclear type 7",Disease
Q9BRT3,Migration and invasion enhancer 1,Protein
Q9BRT8,Zinc-regulated GTPase metalloprotein activator 1A,Protein
Q9BRT9,"DNA replication complex GINS protein SLD5 [Cleaved into: DNA replication complex GINS protein SLD5, N-terminally processed]",Protein
Q9BRU9,rRNA-processing protein UTP23 homolog,Protein
Q9BRV3,Sugar transporter SWEET1,Protein
Q9BRV8,Suppressor of IKBKE 1,Protein
Q9BRX2,Protein pelota homolog,Protein
Q9BRX5,DNA replication complex GINS protein PSF3,Protein
Q9BRX8,Peroxiredoxin-like 2A,Protein
Q9BRX9,WD repeat domain-containing protein 83,Protein
Q9BRZ2,E3 ubiquitin-protein ligase TRIM56,Protein
Q9BS16,Centromere protein K,Protein
Q9BS18,Anaphase-promoting complex subunit 13,Protein
Q9BS26,Endoplasmic reticulum resident protein 44,Protein
Q9BS31,Zinc finger protein 649,Protein
Q9BS34,Zinc finger protein 670,Protein
Q9BS40,Latexin,Protein
Q9BS86,Zona pellucida-binding protein 1,Protein
619799,Spermatogenic failure 66,Disease
Q9BS91,UDP-sugar transporter protein SLC35A5,Protein
Q9BSA4,Protein tweety homolog 2,Protein
Q9BSA9,Endosomal/lysosomal proton channel TMEM175,Protein
Q9BSB4,Autophagy-related protein 101,Protein
Q9BSD3,"RAD9, HUS1, RAD1-interacting nuclear orphan protein 1",Protein
Q9BSD7,Cancer-related nucleoside-triphosphatase,Protein
Q9BSE2,Transmembrane protein 79,Protein
Q9BSE4,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,Protein
Q9BSE5,"Guanidino acid hydrolase, mitochondrial",Protein
Q9BSF0,Small membrane A-kinase anchor protein,Protein
Q9BSG1,Zinc finger protein 2,Protein
Q9BSH4,Translational activator of cytochrome c oxidase 1,Protein
619052,"Mitochondrial complex IV deficiency, nuclear type 8",Disease
Q9BSH5,Haloacid dehalogenase-like hydrolase domain-containing protein 3,Protein
Q9BSI4,TERF1-interacting nuclear factor 2,Protein
613990,"Dyskeratosis congenita, autosomal dominant, 3",Disease
268130,"Dyskeratosis congenita, autosomal dominant, 5",Disease
Q9BSJ2,Gamma-tubulin complex component 2,Protein
618737,"Cortical dysplasia, complex, with other brain malformations 15",Disease
Q9BSJ5,Mitochondrial nucleoid-associated protein 1,Protein
Q9BSJ6,Protein PIMREG,Protein
Q9BSJ8,Extended synaptotagmin-1,Protein
Q9BSK2,Solute carrier family 25 member 33,Protein
Q9BSK4,Protein fem-1 homolog A,Protein
Q9BSL1,Ubiquitin-associated domain-containing protein 1,Protein
Q9BSM1,Polycomb group RING finger protein 1,Protein
Q9BSQ5,Cerebral cavernous malformations 2 protein,Protein
603284,Cerebral cavernous malformations 2,Disease
Q9BSR8,Protein YIPF4,Protein
Q9BST9,Rhotekin,Protein
Q9BSU1,Phagosome assembly factor 1,Protein
